"","Id","TotalSleepRecords","TotalMinutesAsleep","TotalTimeInBed","Date","Time"
"250",5553957443,1,380,429,2016-05-03,"12:00:00"
"251",5553957443,1,447,470,2016-05-04,"12:00:00"
"252",5553957443,1,419,464,2016-05-05,"12:00:00"
"253",5553957443,1,400,434,2016-05-06,"12:00:00"
"254",5553957443,1,442,470,2016-05-07,"12:00:00"
"255",5553957443,1,568,608,2016-05-08,"12:00:00"
"256",5553957443,1,453,494,2016-05-09,"12:00:00"
"257",5553957443,1,418,443,2016-05-10,"12:00:00"
"258",5553957443,1,463,486,2016-05-11,"12:00:00"
"259",5553957443,1,438,475,2016-05-12,"12:00:00"
"260",5577150313,1,419,438,2016-04-12,"12:00:00"
"261",5577150313,1,432,458,2016-04-13,"12:00:00"
"262",5577150313,1,477,497,2016-04-14,"12:00:00"
"263",5577150313,1,392,413,2016-04-15,"12:00:00"
"264",5577150313,1,406,445,2016-04-16,"12:00:00"
"265",5577150313,1,549,583,2016-04-17,"12:00:00"
"266",5577150313,1,527,553,2016-04-18,"12:00:00"
"267",5577150313,1,449,465,2016-04-19,"12:00:00"
"268",5577150313,1,447,480,2016-04-20,"12:00:00"
"269",5577150313,1,414,437,2016-04-21,"12:00:00"
"270",5577150313,1,338,366,2016-04-22,"12:00:00"
"271",5577150313,1,384,402,2016-04-23,"12:00:00"
"272",5577150313,1,543,615,2016-04-24,"12:00:00"
"273",5577150313,1,421,461,2016-04-25,"12:00:00"
"274",5577150313,1,354,377,2016-04-26,"12:00:00"
"275",5577150313,1,424,452,2016-04-27,"12:00:00"
"276",5577150313,1,361,372,2016-04-28,"12:00:00"
"277",5577150313,1,459,485,2016-04-29,"12:00:00"
"278",5577150313,1,412,433,2016-04-30,"12:00:00"
"279",5577150313,1,379,398,2016-05-01,"12:00:00"
"280",5577150313,2,525,553,2016-05-02,"12:00:00"
"281",5577150313,1,508,543,2016-05-03,"12:00:00"
"282",5577150313,1,603,634,2016-05-04,"12:00:00"
"283",5577150313,1,74,78,2016-05-05,"12:00:00"
"284",5577150313,1,504,562,2016-05-10,"12:00:00"
"285",5577150313,1,431,476,2016-05-11,"12:00:00"
"286",6117666160,1,380,398,2016-04-16,"12:00:00"
"287",6117666160,2,336,350,2016-04-17,"12:00:00"
"288",6117666160,2,493,510,2016-04-18,"12:00:00"
"289",6117666160,1,465,492,2016-04-19,"12:00:00"
"290",6117666160,1,474,502,2016-04-20,"12:00:00"
"291",6117666160,1,508,550,2016-04-21,"12:00:00"
"292",6117666160,1,480,546,2016-04-22,"12:00:00"
"293",6117666160,1,492,539,2016-04-23,"12:00:00"
"294",6117666160,1,353,367,2016-04-24,"12:00:00"
"295",6117666160,1,542,557,2016-04-27,"12:00:00"
"296",6117666160,1,393,416,2016-04-28,"12:00:00"
"297",6117666160,1,600,636,2016-04-29,"12:00:00"
"298",6117666160,1,507,575,2016-05-01,"12:00:00"
"299",6117666160,1,392,415,2016-05-05,"12:00:00"
"300",6117666160,2,658,698,2016-05-06,"12:00:00"
"301",6117666160,2,498,507,2016-05-07,"12:00:00"
"302",6117666160,1,555,603,2016-05-08,"12:00:00"
"303",6117666160,1,492,522,2016-05-09,"12:00:00"
"304",6775888955,1,235,260,2016-04-13,"12:00:00"
"305",6775888955,1,423,441,2016-04-14,"12:00:00"
"306",6775888955,1,391,406,2016-04-15,"12:00:00"
"307",6962181067,1,366,387,2016-04-12,"12:00:00"
"308",6962181067,3,630,679,2016-04-13,"12:00:00"
"309",6962181067,2,508,535,2016-04-14,"12:00:00"
"310",6962181067,1,370,386,2016-04-15,"12:00:00"
"311",6962181067,1,357,366,2016-04-16,"12:00:00"
"312",6962181067,1,427,446,2016-04-17,"12:00:00"
"313",6962181067,1,442,458,2016-04-18,"12:00:00"
"314",6962181067,1,476,535,2016-04-19,"12:00:00"
"315",6962181067,1,418,424,2016-04-20,"12:00:00"
"316",6962181067,1,451,457,2016-04-21,"12:00:00"
"317",6962181067,1,425,435,2016-04-22,"12:00:00"
"318",6962181067,1,528,546,2016-04-23,"12:00:00"
"319",6962181067,1,511,514,2016-04-24,"12:00:00"
"320",6962181067,1,400,415,2016-04-25,"12:00:00"
"321",6962181067,1,441,446,2016-04-26,"12:00:00"
"322",6962181067,1,455,467,2016-04-27,"12:00:00"
"323",6962181067,1,440,453,2016-04-28,"12:00:00"
"324",6962181067,1,433,447,2016-04-29,"12:00:00"
"325",6962181067,1,422,424,2016-04-30,"12:00:00"
"326",6962181067,1,411,426,2016-05-01,"12:00:00"
"327",6962181067,1,466,482,2016-05-02,"12:00:00"
"328",6962181067,1,394,418,2016-05-03,"12:00:00"
"329",6962181067,1,442,455,2016-05-04,"12:00:00"
"330",6962181067,1,467,491,2016-05-05,"12:00:00"
"331",6962181067,1,443,462,2016-05-06,"12:00:00"
"332",6962181067,1,298,334,2016-05-07,"12:00:00"
"333",6962181067,1,541,569,2016-05-08,"12:00:00"
"334",6962181067,1,489,497,2016-05-09,"12:00:00"
"335",6962181067,1,469,481,2016-05-10,"12:00:00"
"336",6962181067,1,452,480,2016-05-11,"12:00:00"
"337",6962181067,1,516,535,2016-05-12,"12:00:00"
"338",7007744171,1,79,82,2016-04-16,"12:00:00"
"339",7007744171,1,58,61,2016-05-01,"12:00:00"
"340",7086361926,1,514,525,2016-04-12,"12:00:00"
"341",7086361926,1,451,465,2016-04-13,"12:00:00"
"342",7086361926,1,472,476,2016-04-14,"12:00:00"
"343",7086361926,1,377,386,2016-04-15,"12:00:00"
"344",7086361926,1,472,483,2016-04-19,"12:00:00"
"345",7086361926,1,492,502,2016-04-20,"12:00:00"
"346",7086361926,1,390,411,2016-04-21,"12:00:00"
"347",7086361926,1,428,448,2016-04-22,"12:00:00"
"348",7086361926,1,681,704,2016-04-24,"12:00:00"
"349",7086361926,1,446,447,2016-04-25,"12:00:00"
"350",7086361926,1,485,500,2016-04-26,"12:00:00"
"351",7086361926,1,469,479,2016-04-27,"12:00:00"
"352",7086361926,1,354,367,2016-04-28,"12:00:00"
"353",7086361926,1,485,489,2016-04-30,"12:00:00"
"354",7086361926,1,388,407,2016-05-01,"12:00:00"
"355",7086361926,1,440,459,2016-05-02,"12:00:00"
"356",7086361926,1,456,461,2016-05-03,"12:00:00"
"357",7086361926,1,420,436,2016-05-04,"12:00:00"
"358",7086361926,1,322,333,2016-05-06,"12:00:00"
"359",7086361926,1,530,548,2016-05-07,"12:00:00"
"360",7086361926,1,481,510,2016-05-08,"12:00:00"
"361",7086361926,1,427,438,2016-05-09,"12:00:00"
"362",7086361926,1,451,463,2016-05-11,"12:00:00"
"363",7086361926,1,444,457,2016-05-12,"12:00:00"
"364",8053475328,1,486,493,2016-04-20,"12:00:00"
"365",8053475328,1,331,337,2016-04-23,"12:00:00"
"366",8053475328,1,74,75,2016-05-07,"12:00:00"
"367",8378563200,1,338,356,2016-04-12,"12:00:00"
"368",8378563200,2,447,487,2016-04-13,"12:00:00"
"369",8378563200,1,424,455,2016-04-14,"12:00:00"
"370",8378563200,1,513,533,2016-04-15,"12:00:00"
"371",8378563200,2,611,689,2016-04-16,"12:00:00"
"372",8378563200,2,525,591,2016-04-17,"12:00:00"
"373",8378563200,1,398,451,2016-04-18,"12:00:00"
"374",8378563200,1,387,421,2016-04-19,"12:00:00"
"375",8378563200,1,381,409,2016-04-20,"12:00:00"
"376",8378563200,1,396,417,2016-04-21,"12:00:00"
"377",8378563200,1,441,469,2016-04-22,"12:00:00"
"378",8378563200,1,565,591,2016-04-23,"12:00:00"
"379",8378563200,1,458,492,2016-04-24,"12:00:00"
"380",8378563200,1,388,402,2016-04-25,"12:00:00"
"381",8378563200,1,388,402,2016-04-25,"12:00:00"
"382",8378563200,1,550,584,2016-04-26,"12:00:00"
"383",8378563200,1,531,600,2016-04-27,"12:00:00"
"384",8378563200,1,506,556,2016-04-28,"12:00:00"
"385",8378563200,1,527,562,2016-04-29,"12:00:00"
"386",8378563200,1,468,555,2016-04-30,"12:00:00"
"387",8378563200,1,475,539,2016-05-01,"12:00:00"
"388",8378563200,1,351,385,2016-05-02,"12:00:00"
"389",8378563200,1,405,429,2016-05-03,"12:00:00"
"390",8378563200,1,441,477,2016-05-04,"12:00:00"
"391",8378563200,1,381,417,2016-05-05,"12:00:00"
"392",8378563200,1,323,355,2016-05-06,"12:00:00"
"393",8378563200,2,459,513,2016-05-07,"12:00:00"
"394",8378563200,1,545,606,2016-05-08,"12:00:00"
"395",8378563200,1,359,399,2016-05-09,"12:00:00"
"396",8378563200,1,342,391,2016-05-10,"12:00:00"
"397",8378563200,1,368,387,2016-05-11,"12:00:00"
"398",8378563200,1,496,546,2016-05-12,"12:00:00"
"399",8792009665,1,458,493,2016-04-12,"12:00:00"
"400",8792009665,1,531,552,2016-04-13,"12:00:00"
"401",8792009665,1,486,503,2016-04-14,"12:00:00"
"402",8792009665,1,363,377,2016-04-15,"12:00:00"
"403",8792009665,1,528,547,2016-04-20,"12:00:00"
"404",8792009665,1,391,407,2016-04-22,"12:00:00"
"405",8792009665,1,339,360,2016-04-23,"12:00:00"
"406",8792009665,1,423,428,2016-04-27,"12:00:00"
"407",8792009665,1,402,416,2016-04-28,"12:00:00"
"408",8792009665,1,398,406,2016-04-29,"12:00:00"
"409",8792009665,1,343,360,2016-04-30,"12:00:00"
"410",8792009665,1,503,527,2016-05-01,"12:00:00"
"411",8792009665,1,415,423,2016-05-02,"12:00:00"
"412",8792009665,1,516,545,2016-05-03,"12:00:00"
"413",8792009665,1,439,463,2016-05-04,"12:00:00"
